ID;Hindi Synset ID;Sanskrit;Hindi;Assamiya;Oriya;Urdu;Kannada;Kashmiri;Gujarati;Tamil;Telugu;Punjabi;Bangla;Marathi;Malayalam;Sindhi
490;208;ग्रह;ग्रह;ग्रह;ग्रह;ग्रह;ग्रह;ग्रह;ग्रह;ग्रहम्;ग्रहमु;ग्रह;ग्रह;ग्रह;ग्रहम्;ग्रह
491;3344;ग्रहण;ग्रहण;ग्रहण;ग्रहण;ग्रहण;ग्रहण;ग्रहण;ग्रहण;ग्रहणम्;ग्रहणमु;ग्रहण;ग्रहण;ग्रहण;ग्रहणम्;ग्रहण
492;4696;ग्राम;ग्राम;ग्राम;ग्राम;ग्राम;ग्राम;ग्राम;ग्राम;ग्रामम्;ग्राममु;ग्राम;ग्राम;ग्राम;ग्रामम्;ग्राम
493;3215;ग्राहक;ग्राहक;ग्राहक;ग्राहक;null;ग्राहक;ग्राहक;ग्राहक;null;ग्राहकुडु;ग्राहक;ग्राहक;ग्राहक;ग्राहकन्;ग्राहक
494;4859;ग्रीष्म;ग्रीष्म;ग्रीष्म;ग्रीष्म;null;ग्रीष्म;ग्रीष्म;ग्रीष्म;null;ग्रीष्ममु;null;ग्रीष्म;ग्रीष्म;ग्रीष्मम्;ग्रीष्म
495;2187;ग्लानि;ग्लानि;ग्लानि;ग्लानि;null;ग्लानि;ग्लानि;ग्लानि;null;ग्लानि;null;ग्लानि;ग्लानि;ग्लानि;null
496;36920;घट;घट;घट;घट;घट;घट;घट;घट;घटम्;घटमु;घट;घट;घट;घटम्;घट
497;2968;घटना;घटना;घटना;घटना;null;घटना;घटना;घटना;null;घटन;घटना;घटना;घटना;घटना;घटना
498;2182;घन;घन;घन;घन;घन;घन;घन;घन;घनम्;घनमु;घन;घन;घन;घनम्;घन
499;2099;घनिष्ठ;घनिष्ठ;घनिष्ठ;घनिष्ठ;null;घनिष्ठ;null;घनिष्ठ;null;घनिष्ठमु;घनिष्ठ;घनिष्ठ;घनिष्ठ;घनिष्ठम्;घनिष्ठ
500;142;घृणा;घृणा;घृणा;घृणा;null;घृण;घृणा;घृणा;null;घृणा;घृणा;घृणा;घृणा;घृणा;घृणा
501;5052;घृत;घृत;घृत;घृत;null;घृत;घृत;घृत;घृतम्;घृतमु;घृत;घृत;घृत;घृत;null
502;13265;घोषणा;घोषणा;घोषणा;घोषणा;null;null;null;घोषणा;null;घोषणा;घोषणा;घोषणा;घोषणा;घोषणा;घोषणा
503;1331;चंचल;चंचल;चंचल;चंचल;चंचल;चंचल;चंचल;चंचल;चंचलम्;चंचलमु;चंचल;चंचल;चंचल;चंचलम्;चंचल
504;1062;चंद्रिका;चंद्रिका;चंद्रिका;चंद्रिका;null;चंद्रिका;null;चंद्रिका;चंद्रिकै;चंद्रिक;null;चंद्रिका;चंद्रिका;चंद्रिका;null
505;5099;चक्र(म्);चक्र;चक्र;चक्र;null;चक्र;चक्र;चक्र;चक्रम्;चक्रमु;चक्र;चक्र;चक्र;चक्रम्;चक्र
506;2325;चक्षु;चक्षु;चक्षु;चख्यु;null;चक्षु;चक्षु;चक्षु;चट्शु;चक्षुषु;null;चक्षु;चक्षु;चक्षु;चक्षु
507;8292;चतुर;चतुर;चतुर;चतुर;चतुर;चतुर;चतुर;चतुर;null;चतुरूडु;चतुर;चतुर;चतुर;चतुरम्;चतुर
508;8736;चतुर्थ;चतुर्थ;चतुर्थ;चतुर्थ;null;चतुर्थ;null;चतुर्थ;null;चतुर्थमु;null;चतुर्थ;चतुर्थ;चतुर्थम्;null
509;4110;चमत्कार;चमत्कार;चमत्कार;चमत्कार;null;चमत्कार;चमत्कार;चमत्कार;null;चमत्कारमु;चमत्कार;चमत्कार;चमत्कार;चमत्कारम्;चमत्कार
510;2019;चरण;चरण;चरण;चरण;चरण;चरण;चरण;चरण;चरणम्;चरणमु;चरण;चरण;चरण;चरणम्;चरण
511;13951;चरित्र;चरित्र;चरित्र;चरित्र;चरित्तर;चरित्र;चरित्र;चरित्र;चरित्तिरम्;चरित्र;चरित्र;चरित्र;चरित्र;चरित्रम्;चरित्र
512;5156;चर्म (म्);चर्म;चर्म;चर्म;चरम;चर्म;चर्म;चर्म;चर्मम्;चर्ममु;null;चर्म;चर्म;चर्मम्;चर्म
513;141;चिंतन;चिंतन;चिंतन;चिंतन;null;चिंतन;चिंतन;चिंदनै;चिंतनमु;चिंतन;चिंतन;चिंतन;चिंतन;चिंतनम्;चिंतन
514;2131;चिंता;चिंता;चिंता;चिंता;चिंता;चिंता;चिंता;चिंदै;चिंत;चिंता;चिंता;चिंता;चिंता;चिंता;चिंता
515;732;चिकित्सा;चिकित्सा;चिकित्सा;चिकित्सा;null;चिकित्से;null;चिकित्सा;चिकित्सै;चिकित्स;null;चिकित्सा;चिकित्सा;चिकित्सा;चिकित्सा
516;2133;चिता;चिता;चिता;चिता;चिता;चिता;चिता;चिता;null;चिता;चिता;चिता;चिता;चिता;चिता
517;2074;चित्त;चित्त;चित्त;चित्त;चित्त;चित्त;चित्त;चित्त;चित्तम्;चित्तमु;चित्त;चित्त;चित्त;चित्तम्;चित्त
518;2330;चित्र;चित्र;चित्र;चित्र;null;चित्र;चित्र;चित्र;चित्तिरम्;चित्रमु;चित्र;चित्र;चित्र;चित्रम्;चित्र
519;1928;चिह्न;चिह्न;चिह्न;चिह्न;null;चिह्न;चिह्न;चिह्न;null;चिह्नमु;चिह्न;चिह्न;चिह्न;चिह्नम्;चिह्न
520;5261;चुंबन;चुंबन;चुंबन;चुंबन;null;चुंबन;चुंबन;चुंबन;चुंबनम्;चुंबनमु;चुंबन;चुंबन;चुंबन;चुंबनम्;null
521;2594;चेतन;चेतन;चेतन;चेतन;null;चेतन;चेतन;चेतन;null;चेतनमु;चेतन;चेतन;चेतन;चेतनम्;चेतन
522;3382;चेतना;चेतना;चेतना;चेतना;null;चेतने;चेतना;चेतना;चेतनम्;चेतन;चेतना;चेतना;चेतना;चेतना;चेतना
523;3821;चेष्टा;चेष्टा;चेष्टा;चेष्टा;null;चेष्टा;चेष्टा;चेष्टा;चेष्टै;चेष्ट;null;चेष्टा;चेष्टा;चेष्टा;चेष्टा
524;531;चैतन्य;चैतन्य;चैतन्य;चैतन्य;null;चैतन्य;चैतन्य;चैतन्य;चैतन्यम्;चैतन्यमु;चैतन्य;चैतन्य;चैतन्य;चैतन्यम्;चैतन्य
